time,open,high,low,close,vwap,volume,count
2024-01-01 00:00:00+00:00,49998.9759935062,50198.97189748023,49798.980089532175,49998.9759935062,49998.9759935062,100.0,1000
2024-01-02 00:00:00+00:00,49998.9759935062,50812.02180210196,49798.980089532175,50609.583468229044,50609.583468229044,100.0,1000
2024-01-03 00:00:00+00:00,50609.583468229044,51179.471460766326,50407.14513435613,50975.5691840302,50975.5691840302,100.0,1000
2024-01-04 00:00:00+00:00,50975.5691840302,51189.25317684274,50771.66690729408,50985.31192912624,50985.31192912624,100.0,1000
2024-01-05 00:00:00+00:00,50985.31192912624,51189.25317684274,50519.86671618926,50722.75774717797,50722.75774717797,100.0,1000
2024-01-06 00:00:00+00:00,50722.75774717797,50925.64877816669,49489.93040399455,49688.68514457284,49688.68514457284,100.0,1000
2024-01-07 00:00:00+00:00,49688.68514457284,49887.43988515113,48370.41450610558,48564.67319890119,48564.67319890119,100.0,1000
2024-01-08 00:00:00+00:00,48564.67319890119,48758.9318916968,47177.937933292706,47367.40756354689,47367.40756354689,100.0,1000
2024-01-09 00:00:00+00:00,47367.40756354689,47556.877193801076,46368.59262740425,46554.81187490387,46554.81187490387,100.0,1000
2024-01-10 00:00:00+00:00,46554.81187490387,46741.03112240349,46044.08928124666,46229.00530245649,46229.00530245649,100.0,1000
2024-01-11 00:00:00+00:00,46229.00530245649,46413.92132366632,45949.95154661561,46134.48950463415,46134.48950463415,100.0,1000
2024-01-12 00:00:00+00:00,46134.48950463415,46619.608659046135,45949.95154661561,46433.87316638061,46433.87316638061,100.0,1000
2024-01-13 00:00:00+00:00,46433.87316638061,46772.19644421206,46248.137673715086,46585.85303208372,46585.85303208372,100.0,1000
2024-01-14 00:00:00+00:00,46585.85303208372,47215.87287605098,46399.50961995539,47027.76182873603,47027.76182873603,100.0,1000
2024-01-15 00:00:00+00:00,47027.76182873603,47322.698218616206,46839.650781421085,47134.1615723269,47134.1615723269,100.0,1000
2024-01-16 00:00:00+00:00,47134.1615723269,47481.27696670798,46945.62492603759,47292.108532577666,47292.108532577666,100.0,1000
2024-01-17 00:00:00+00:00,47292.108532577666,47481.27696670798,46757.59633057427,46945.37784194204,46945.37784194204,100.0,1000
2024-01-18 00:00:00+00:00,46945.37784194204,47133.15935330981,46101.43222123058,46286.578535372064,46286.578535372064,100.0,1000
2024-01-19 00:00:00+00:00,46286.578535372064,46471.72484951355,45135.56209619637,45316.82941385178,45316.82941385178,100.0,1000
2024-01-20 00:00:00+00:00,45316.82941385178,45498.09673150719,44278.934251700266,44456.76129688782,44456.76129688782,100.0,1000
2024-01-21 00:00:00+00:00,44456.76129688782,44634.58834207537,43619.39747063914,43794.575773734075,43794.575773734075,100.0,1000
2024-01-22 00:00:00+00:00,43794.575773734075,43969.75407682901,43139.95085006056,43313.20366471944,43313.20366471944,100.0,1000
2024-01-23 00:00:00+00:00,43313.20366471944,43486.45647937832,42990.39090639481,43163.04307870965,43163.04307870965,100.0,1000
2024-01-24 00:00:00+00:00,43163.04307870965,43537.08527098416,42990.39090639481,43363.63074799219,43363.63074799219,100.0,1000
2024-01-25 00:00:00+00:00,43363.63074799219,43850.96624592301,43190.17622500022,43676.261201118534,43676.261201118534,100.0,1000
2024-01-26 00:00:00+00:00,43676.261201118534,44168.5826060849,43501.55615631406,43992.61215745508,43992.61215745508,100.0,1000
2024-01-27 00:00:00+00:00,43992.61215745508,44351.40426780339,43816.64170882526,44174.70544601931,44174.70544601931,100.0,1000
2024-01-28 00:00:00+00:00,44174.70544601931,44351.40426780339,43815.09153376907,43991.05575679625,43991.05575679625,100.0,1000
2024-01-29 00:00:00+00:00,43991.05575679625,44167.01997982344,43478.13026196352,43652.741226871,43652.741226871,100.0,1000
2024-01-30 00:00:00+00:00,43652.741226871,43827.35219177849,42541.881508666615,42712.732438420295,42712.732438420295,100.0,1000
2024-01-31 00:00:00+00:00,42712.732438420295,42883.583368173975,41760.86781397965,41928.58214254984,41928.58214254984,100.0,1000
2024-02-01 00:00:00+00:00,41928.58214254984,42096.29647112004,40816.36177562064,40980.28290724964,40980.28290724964,100.0,1000
2024-02-02 00:00:00+00:00,40980.28290724964,41144.20403887864,40063.44982391769,40224.347212768764,40224.347212768764,100.0,1000
2024-02-03 00:00:00+00:00,40224.347212768764,40385.24460161984,39503.63384063338,39662.28297252348,39662.28297252348,100.0,1000
2024-02-04 00:00:00+00:00,39662.28297252348,39820.93210441357,39408.407236212646,39566.67393194041,39566.67393194041,100.0,1000
2024-02-05 00:00:00+00:00,39566.67393194041,39893.643300382995,39408.407236212646,39734.704482453184,39734.704482453184,100.0,1000
2024-02-06 00:00:00+00:00,39734.704482453184,40277.43404695458,39575.76566452337,40116.966182225675,40116.966182225675,100.0,1000
2024-02-07 00:00:00+00:00,40116.966182225675,40576.538902073866,39956.49831749677,40414.87938453572,40414.87938453572,100.0,1000
2024-02-08 00:00:00+00:00,40414.87938453572,40790.616641353285,40253.21986699758,40628.10422445546,40628.10422445546,100.0,1000
2024-02-09 00:00:00+00:00,40628.10422445546,40932.74623217806,40465.59180755764,40769.66756193034,40769.66756193034,100.0,1000
2024-02-10 00:00:00+00:00,40769.66756193034,40932.74623217806,40251.13099038468,40412.782118860116,40412.782118860116,100.0,1000
2024-02-11 00:00:00+00:00,40412.782118860116,40574.43324733555,39505.35650302834,39664.01255324131,39664.01255324131,100.0,1000
