time,open,high,low,close,vwap,volume,count
2024-01-01 00:00:00+00:00,50028.36605055533,50228.47951475755,49828.252586353105,50028.36605055533,50028.36605055533,100.0,1000
2024-01-02 00:00:00+00:00,50028.36605055533,51214.05169289643,49828.252586353105,51010.011646311184,51010.011646311184,100.0,1000
2024-01-03 00:00:00+00:00,51010.011646311184,52026.620121302425,50805.97159972594,51819.34275030122,51819.34275030122,100.0,1000
2024-01-04 00:00:00+00:00,51819.34275030122,52167.012398662,51612.06537930002,51959.17569587849,51959.17569587849,100.0,1000
2024-01-05 00:00:00+00:00,51959.17569587849,52553.42299142346,51751.33899309498,52344.046804206635,52344.046804206635,100.0,1000
2024-01-06 00:00:00+00:00,52344.046804206635,52553.42299142346,52054.01481176046,52263.067080080786,52263.067080080786,100.0,1000
2024-01-07 00:00:00+00:00,52263.067080080786,52472.11934840111,51537.291752540565,51744.26882785197,51744.26882785197,100.0,1000
2024-01-08 00:00:00+00:00,51744.26882785197,51951.24590316338,51194.242629870794,51399.84199786224,51399.84199786224,100.0,1000
2024-01-09 00:00:00+00:00,51399.84199786224,51605.44136585369,50982.88290034464,51187.63343408096,51187.63343408096,100.0,1000
2024-01-10 00:00:00+00:00,51187.63343408096,51408.79584729058,50982.88290034464,51203.97992758026,51203.97992758026,100.0,1000
2024-01-11 00:00:00+00:00,51203.97992758026,52078.97015911949,50999.164007869935,51871.48422223057,51871.48422223057,100.0,1000
2024-01-12 00:00:00+00:00,51871.48422223057,52921.533470300456,51663.998285341644,52710.690707470574,52710.690707470574,100.0,1000
2024-01-13 00:00:00+00:00,52710.690707470574,53991.349768250555,52499.84794464069,53776.24478909418,53776.24478909418,100.0,1000
2024-01-14 00:00:00+00:00,53776.24478909418,55006.282390421504,53561.1398099378,54787.1338550015,54787.1338550015,100.0,1000
2024-01-15 00:00:00+00:00,54787.1338550015,56024.721031485606,54567.985319581494,55801.51497159921,55801.51497159921,100.0,1000
2024-01-16 00:00:00+00:00,55801.51497159921,56572.02946779497,55578.30891171281,56346.64289621013,56346.64289621013,100.0,1000
2024-01-17 00:00:00+00:00,56346.64289621013,56776.99989553759,56121.25632462528,56550.79670870278,56550.79670870278,100.0,1000
2024-01-18 00:00:00+00:00,56550.79670870278,56776.99989553759,55942.75582049836,56167.42552258871,56167.42552258871,100.0,1000
2024-01-19 00:00:00+00:00,56167.42552258871,56392.09522467906,55462.628521166975,55685.370001171665,55685.370001171665,100.0,1000
2024-01-20 00:00:00+00:00,55685.370001171665,55908.111481176355,54818.76771286847,55038.923406494454,55038.923406494454,100.0,1000
2024-01-21 00:00:00+00:00,55038.923406494454,55259.079100120434,54684.27793587153,54903.89350991117,54903.89350991117,100.0,1000
2024-01-22 00:00:00+00:00,54903.89350991117,55263.96975486853,54684.27793587153,55043.79457656228,55043.79457656228,100.0,1000
2024-01-23 00:00:00+00:00,55043.79457656228,55875.84107352567,54823.61939825603,55653.22816088214,55653.22816088214,100.0,1000
2024-01-24 00:00:00+00:00,55653.22816088214,56902.790348291506,55430.61524823862,56676.08600427441,56676.08600427441,100.0,1000
2024-01-25 00:00:00+00:00,56676.08600427441,57934.44466633867,56449.38166025731,57703.63014575565,57703.63014575565,100.0,1000
2024-01-26 00:00:00+00:00,57703.63014575565,59303.10407612272,57472.815625172625,59066.8367292059,59066.8367292059,100.0,1000
2024-01-27 00:00:00+00:00,59066.8367292059,60692.038043970184,58830.569382289075,60450.237095587836,60450.237095587836,100.0,1000
2024-01-28 00:00:00+00:00,60450.237095587836,61002.59662414143,60208.43614720549,60759.55839057911,60759.55839057911,100.0,1000
2024-01-29 00:00:00+00:00,60759.55839057911,61002.59662414143,60322.726056398984,60564.98600040059,60564.98600040059,100.0,1000
2024-01-30 00:00:00+00:00,60564.98600040059,60807.245944402195,59752.657067156746,59992.627577466614,59992.627577466614,100.0,1000
2024-01-31 00:00:00+00:00,59992.627577466614,60232.59808777648,59366.97149266004,59605.39306491972,59605.39306491972,100.0,1000
2024-02-01 00:00:00+00:00,59605.39306491972,59843.8146371794,58857.78928425784,59094.16594805004,59094.16594805004,100.0,1000
2024-02-02 00:00:00+00:00,59094.16594805004,59330.54261184224,58755.12882880104,58991.09320160747,58991.09320160747,100.0,1000
2024-02-03 00:00:00+00:00,58991.09320160747,59473.2448970016,58755.12882880104,59236.299698208764,59236.299698208764,100.0,1000
2024-02-04 00:00:00+00:00,59236.299698208764,60110.07706693629,58999.35449941593,59870.594688183555,59870.594688183555,100.0,1000
2024-02-05 00:00:00+00:00,59870.594688183555,61191.62756694156,59631.11230943082,60947.83622205335,60947.83622205335,100.0,1000
2024-02-06 00:00:00+00:00,60947.83622205335,62458.42242709494,60704.04487716514,62209.584090732016,62209.584090732016,100.0,1000
2024-02-07 00:00:00+00:00,62209.584090732016,63950.31634951031,61960.74575436909,63695.534212659666,63695.534212659666,100.0,1000
