time,open,high,low,close,vwap,volume,count
2024-01-01 00:00:00+00:00,44992.806630886575,45181.7764187363,44803.83684303685,44992.806630886575,44992.806630886575,100.0,1000
2024-01-02 00:00:00+00:00,44992.806630886575,48408.51944424217,44803.83684303685,48206.05401736922,48206.05401736922,100.0,1000
2024-01-03 00:00:00+00:00,48206.05401736922,49735.95469931442,48003.58859049627,49527.93736239237,49527.93736239237,100.0,1000
2024-01-04 00:00:00+00:00,49527.93736239237,49735.95469931442,47985.93426790882,48188.32523389116,48188.32523389116,100.0,1000
2024-01-05 00:00:00+00:00,48188.32523389116,48390.7161998735,44819.24789656858,45008.28268384071,45008.28268384071,100.0,1000
2024-01-06 00:00:00+00:00,45008.28268384071,45197.317471112845,41632.633928938354,41808.22848859043,41808.22848859043,100.0,1000
2024-01-07 00:00:00+00:00,41808.22848859043,41983.823048242506,40311.69437204259,40481.71758590338,40481.71758590338,100.0,1000
2024-01-08 00:00:00+00:00,40481.71758590338,41975.572323622655,40311.69437204259,41800.01227207992,41800.01227207992,100.0,1000
2024-01-09 00:00:00+00:00,41800.01227207992,45168.94750641372,41624.45222053718,44980.03137464023,44980.03137464023,100.0,1000
2024-01-10 00:00:00+00:00,44980.03137464023,48403.006983191,44791.11524286674,48200.56461182135,48200.56461182135,100.0,1000
2024-01-11 00:00:00+00:00,48200.56461182135,49706.76943314539,47998.122240451696,49498.87416166639,49498.87416166639,100.0,1000
2024-01-12 00:00:00+00:00,49498.87416166639,49706.76943314539,47982.17100363054,48184.54609723894,48184.54609723894,100.0,1000
2024-01-13 00:00:00+00:00,48184.54609723894,48386.921190847344,44798.25434873249,44987.200591215595,44987.200591215595,100.0,1000
2024-01-14 00:00:00+00:00,44987.200591215595,45176.1468336987,41620.718835299194,41796.263140489245,41796.263140489245,100.0,1000
2024-01-15 00:00:00+00:00,41796.263140489245,41971.8074456793,40305.961880640476,40475.960916489734,40475.960916489734,100.0,1000
2024-01-16 00:00:00+00:00,40475.960916489734,41976.75309099506,40305.961880640476,41801.18810097098,41801.18810097098,100.0,1000
2024-01-17 00:00:00+00:00,41801.18810097098,45201.03346345842,41625.62311094691,45011.98313429439,45011.98313429439,100.0,1000
2024-01-18 00:00:00+00:00,45011.98313429439,48384.71518411004,44822.93280513035,48182.34931697873,48182.34931697873,100.0,1000
2024-01-19 00:00:00+00:00,48182.34931697873,49698.72619839743,47979.98344984742,49490.864567215125,49490.864567215125,100.0,1000
2024-01-20 00:00:00+00:00,49490.864567215125,49698.72619839743,47974.85072852349,48177.19494730216,48177.19494730216,100.0,1000
2024-01-21 00:00:00+00:00,48177.19494730216,48379.53916608083,44782.57318916767,44971.45329299826,44971.45329299826,100.0,1000
2024-01-22 00:00:00+00:00,44971.45329299826,45160.33339682885,41666.89407425421,41842.63313341455,41842.63313341455,100.0,1000
2024-01-23 00:00:00+00:00,41842.63313341455,42018.37219257489,40305.673870456616,40475.67169156117,40475.67169156117,100.0,1000
2024-01-24 00:00:00+00:00,40475.67169156117,41994.506362178974,40305.673870456616,41818.867120273826,41818.867120273826,100.0,1000
2024-01-25 00:00:00+00:00,41818.867120273826,45231.919009211764,41643.22787836868,45042.73950329791,45042.73950329791,100.0,1000
2024-01-26 00:00:00+00:00,45042.73950329791,48333.106728292194,44853.55999738406,48130.956710109735,48130.956710109735,100.0,1000
