time,open,high,low,close,vwap,volume,count
2024-01-01 00:00:00+00:00,45011.06521177777,45200.11168566724,44822.018737888306,45011.06521177777,45011.06521177777,100.0,1000
2024-01-02 00:00:00+00:00,45011.06521177777,48388.71512413946,44822.018737888306,48186.33252752386,48186.33252752386,100.0,1000
2024-01-03 00:00:00+00:00,48186.33252752386,49706.73532908369,47983.94993090826,49498.840200242674,49498.840200242674,100.0,1000
2024-01-04 00:00:00+00:00,49498.840200242674,49706.73532908369,47933.43226591257,48135.601793445036,48135.601793445036,100.0,1000
2024-01-05 00:00:00+00:00,48135.601793445036,48337.7713209775,44819.5936378441,45008.62988335418,45008.62988335418,100.0,1000
2024-01-06 00:00:00+00:00,45008.62988335418,45197.666128864264,41600.03681463784,41775.49388897152,41775.49388897152,100.0,1000
2024-01-07 00:00:00+00:00,41775.49388897152,41950.9509633052,40348.02199095822,40518.19842434045,40518.19842434045,100.0,1000
2024-01-08 00:00:00+00:00,40518.19842434045,42005.82537906437,40348.02199095822,41830.138796120664,41830.138796120664,100.0,1000
2024-01-09 00:00:00+00:00,41830.138796120664,45205.67085773005,41654.452213176955,45016.60113297157,45016.60113297157,100.0,1000
2024-01-10 00:00:00+00:00,45016.60113297157,48400.968327039074,44827.531408213086,48198.53448221378,48198.53448221378,100.0,1000
2024-01-11 00:00:00+00:00,48198.53448221378,49713.89536461214,47996.10063738848,49505.970289396675,49505.970289396675,100.0,1000
2024-01-12 00:00:00+00:00,49505.970289396675,49713.89536461214,47968.96110901912,48171.28048706479,48171.28048706479,100.0,1000
2024-01-13 00:00:00+00:00,48171.28048706479,48373.59986511046,44804.884547491994,44993.85875425988,44993.85875425988,100.0,1000
2024-01-14 00:00:00+00:00,44993.85875425988,45182.83296102777,41672.41857018558,41848.18093009197,41848.18093009197,100.0,1000
2024-01-15 00:00:00+00:00,41848.18093009197,42023.94328999836,40318.30431971162,40488.35541244388,40488.35541244388,100.0,1000
2024-01-16 00:00:00+00:00,40488.35541244388,41989.07352801956,40318.30431971162,41813.45700858351,41813.45700858351,100.0,1000
2024-01-17 00:00:00+00:00,41813.45700858351,45174.448850693305,41637.84048914746,44985.509709911676,44985.509709911676,100.0,1000
2024-01-18 00:00:00+00:00,44985.509709911676,48373.956397809736,44796.570569130046,48171.63552858966,48171.63552858966,100.0,1000
2024-01-19 00:00:00+00:00,48171.63552858966,49701.74309149883,47969.31465936958,49493.86884236091,49493.86884236091,100.0,1000
2024-01-20 00:00:00+00:00,49493.86884236091,49701.74309149883,47984.72567975414,48187.11154825682,48187.11154825682,100.0,1000
2024-01-21 00:00:00+00:00,48187.11154825682,48389.4974167595,44805.14756280811,44994.122878899485,44994.122878899485,100.0,1000
2024-01-22 00:00:00+00:00,44994.122878899485,45183.09819499086,41635.31942903625,41810.925315360764,41810.925315360764,100.0,1000
2024-01-23 00:00:00+00:00,41810.925315360764,41986.53120168528,40317.61550942207,40487.663696949254,40487.663696949254,100.0,1000
2024-01-24 00:00:00+00:00,40487.663696949254,41995.45438092944,40317.61550942207,41819.81117399865,41819.81117399865,100.0,1000
2024-01-25 00:00:00+00:00,41819.81117399865,45162.003770039795,41644.16796706786,44973.11667998386,44973.11667998386,100.0,1000
2024-01-26 00:00:00+00:00,44973.11667998386,48385.39291502159,44784.22958992793,48183.024213325625,48183.024213325625,100.0,1000
2024-01-27 00:00:00+00:00,48183.024213325625,49734.21055680849,47980.65551162966,49526.200514646975,49526.200514646975,100.0,1000
2024-01-28 00:00:00+00:00,49526.200514646975,49734.21055680849,47964.34236028019,48166.642257762796,48166.642257762796,100.0,1000
2024-01-29 00:00:00+00:00,48166.642257762796,48368.9421552454,44810.09597814533,44999.09216523933,44999.09216523933,100.0,1000
2024-01-30 00:00:00+00:00,44999.09216523933,45188.08835233333,41698.49133759727,41874.363664990226,41874.363664990226,100.0,1000
2024-01-31 00:00:00+00:00,41874.363664990226,42050.23599238318,40310.1298964552,40480.14651180478,40480.14651180478,100.0,1000
2024-02-01 00:00:00+00:00,40480.14651180478,41961.09616012383,40310.1298964552,41785.59665417629,41785.59665417629,100.0,1000
2024-02-02 00:00:00+00:00,41785.59665417629,45180.42796540134,41610.09714822875,44991.46381736839,44991.46381736839,100.0,1000
2024-02-03 00:00:00+00:00,44991.46381736839,48420.63537590181,44802.49966933545,48218.119274947036,48218.119274947036,100.0,1000
